JOBSHIPMENTNO,JOBTYPE,JOBTYPENAME,SERVICETYPECODE,TMODE,SHPTORIGINCTRY,SHPTDESTCTRY,SERVICE_REMARK,TOTAL_RATING,TOTAL_SCORE
J20060074-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,"Exceptional job with the move.  The crew were extremely courteous, very thorough, attentive, and responsive to our questions and requests.  I would highly recommend for all.  Mike, as the chief of the crew, was especially great.",40,10
J20060082-1-S1,I,Inbound Job,PTD,Sea,Belgium,Singapore,Better than Gosselin Group,40,10
J20060084-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,Irman Boyan and his team were awesome.  Very professional and caring.  Congratulations on having such great people working for your company.,40,10
J20060088-1-S1,O,Outbound Job,DTP,Sea,Singapore,Australia,,40,10
J20060090-1-S1,O,Outbound Job,DTD,Sea,Singapore,United States,,38,9.5
J20060091-1-S1,O,Outbound Job,DTP,Sea,Singapore,Australia,The team is very efficient and careful.  The team leader is very comprehensive in his explanation.  Thank you.,40,10
J20060092-1-S1,I,Inbound Job,PTD,Sea,Switzerland,Singapore,"One painting missing but finally found at the warehouse.  I'm a bit worried about 1 item missed and potential others.  Let see when I will achieve unpack 100%.
Team was very kind and professional.  Thank you.",40,10
J20060098-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20060100-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,"Professional crew - very well mannered, friendly and helpful.  Gentle and very well behave doing their work.
I am very happy to have such a wonderful team of Asian Tigers helping us to unpack and unstuff our items.
I am happy to introduce any friends to Asian Tigers.  


",40,10
J20060101-1-S1,O,Outbound Job,DTP,Sea,Singapore,United Kingdom,,40,10
J20060102-1-A1,I,Inbound Job,PTD,Air,"Korea, Republic of",Singapore,,40,10
J20060103-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,Crew as very friendly and efficient and trustworthy.  Will highly recommend Asian Tigers.,40,10
J20060104-1-S1,O,Outbound Job,DTD,Sea,Singapore,Qatar,,40,10
J20060105-1-A1,O,Outbound Job,DTP,Air,Singapore,Denmark,,40,10
J20060110-1-A1,I,Inbound Job,PTD,Air,United States,Singapore,,38,9.5
J20060112-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,"Your people are extremely professional, polite and hardworking.  I would recommend them to anyone and everyone who needs to move.",40,10
J20060113-1-S1,I,Inbound Job,DTD,Sea,United Kingdom,Singapore,Thank you!  The Singapore side has been very good.,40,10
J20060116-1-S1,O,Outbound Job,DTP,Sea,Singapore,Germany,"Excellent experience with Sales, Supervisor and crew - very committed, hardworking and kind people.  Thank you!",40,10
J20060118-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,Very fast and efficient.  Took care to avoid damage.,40,10
J20060119-1-A1,O,Outbound Job,DTP,Air,Singapore,Netherlands,,40,10
J20060122-1-S1,O,Outbound Job,DTP,Sea,Singapore,Philippines,,40,10
J20060123-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,"Excellent, very efficient, very fast, very careful.  Very approachable and friendly.

Email replied:
I work in a service industry and I think it's really important that it's recognized and acknowledged when staff are doing a good job, too often the only time they get feedback is when something has gone wrong. 

Hopefully no more moves in the near future, but we will have no hesitation in using Asian Tigers again.

Regards,
Aaron
",40,10
J20060124-1-S1,O,Outbound Job,DTD,Sea,Singapore,Italy,James was awesome.  Selamat was excellent.  Great Crew.,40,10
J20060125-1-S2,O,Outbound Job,DTD,Sea,Singapore,United Kingdom,"Excellent service
",40,10
J20060130-1-S1,I,Inbound Job,DTD,Sea,France,Singapore,,40,10
J20060131-1-S1,O,Outbound Job,DTD,Sea,Singapore,United States,Keep up the good job!,40,10
J20060132-1-S1,I,Inbound Job,PTD,Sea,United States,Singapore,,40,10
J20060133-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,,40,10
J20060142-1-S1,I,Inbound Job,DTD,Sea,Indonesia,Singapore,Very professional and explain to the customer properly.,36,9
J20060143-1-S1,O,Outbound Job,DTP,Sea,Singapore,Canada,"The team is very polite and helpful, they were very detailed in their packing and communicate clearly on the work done.",40,10
J20060144-1-S1,O,Outbound Job,DTP,Sea,Singapore,"Korea, Republic of",,40,10
J20060145-1-S1,O,Outbound Job,DTD,Sea,Singapore,Turkey,Perfect!,40,10
J20060149-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20060150-1-S1,O,Outbound Job,DTP,Sea,Singapore,Japan,"It was originally confirmed that our move needs to be accelerated but on the actual move day, everything went very smoothly.",40,10
J20060158-1-S1,O,Outbound Job,DTP,Sea,Singapore,Japan,,40,10
J20060159-1-S2,O,Outbound Job,DTP,Sea,Singapore,Hong Kong ,,34,8.5
J20060165-1-S1,O,Outbound Job,DTP,Sea,Singapore,Netherlands,"Well done!  So quickly!  Nice, friendly guys with humor!  Great Job!",40,10
J20060166-1-S1,O,Outbound Job,DTP,Sea,Singapore,Germany,,40,10
J20060167-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,"Very professional, patient and caring.  Thank you very much.",40,10
J20060168-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,Delivery was fast and organized.,40,10
J20060169-1-A1,I,Inbound Job,PTD,Air,United States,Singapore,Problems were in packing.  Unpacking uneventful.,40,10
J20060170-1-S1,O,Outbound Job,DTP,Sea,Singapore,France,,40,10
J20060171-1-S1,I,Inbound Job,PTD,Sea,Vietnam,Singapore,"Huge compliment to all crew and especially Oyan, the supervisor.  He handled our move in a very professional way and really cared for everything.  Nothing I asked was too difficult and executed right away, always making sure client is satisfied.  Well done!  See you next time.",40,10
J20060174-1-S1,I,Inbound Job,PTD,Sea,Vietnam,Singapore,Service was excellent.  Really happy with the service rendered.,40,10
J20060181-1-A1,O,Outbound Job,DTP,Air,Singapore,United States,It was a pleasure working with Asian Tigers on this move.,40,10
J20060182-1-S1,O,Outbound Job,DTP,Sea,Singapore,United Kingdom,"Very friendly staff, very efficient and smooth service.",40,10
J20060185-1-S1,O,Outbound Job,DTP,Sea,Singapore,China,,40,10
J20060186-1-S1,I,Inbound Job,DTD,Sea,Spain,Singapore,Thank you!,38,9.5
J20060189-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,"Very professional, prompt and speedy!  Very pleased.",40,10
J20060191-1-S1,I,Inbound Job,PTD,Sea,United States,Singapore,,40,10
J20060192-1-S1,O,Outbound Job,DTD,Sea,Singapore,United States,,40,10
J20060193-1-S1,O,Outbound Job,DTD,Sea,Singapore,Ireland,"Friendly, courteous and efficient.",40,10
J20060195-1-S1,O,Outbound Job,DTD,Sea,Singapore,Canada,"The moving crew led by Mr Selamat was very professional on time, courteous and extremely polite.  They were efficient and organized.  Mr Selamat was very pleasant and ready to answer any questions.  All these parties made the move very smooth.  Thank you so much.",40,10
J20060198-1-S1,I,Inbound Job,PTD,Sea,Australia,Singapore,,40,10
J20060199-1-S1,O,Outbound Job,DTP,Sea,Singapore,China,,40,10
J20060201-1-S1,I,Inbound Job,DTD,Sea,France,Singapore,"Quote took nearly 2 weeks to be confirmed in the beginning, after my inquiry.  This could be improved.",38,9.5
J20060207-1-S1,I,Inbound Job,PTD,Sea,United Arab Emirates,Singapore,"Professional, efficient and polite.  Very happy with the team and Dadi's leadership.  Thank you.",40,10
J20060209-1-S1,O,Outbound Job,DTP,Sea,Singapore,Thailand,Very good and efficient.,38,9.5
J20060216-1-S2,O,Outbound Job,DTD,Sea,Singapore,Australia,HIR and his team were fantastic and extremely professional.,40,10
J20060221-1-S1,O,Outbound Job,DTD,Sea,Singapore,Thailand,,38,9.5
J20060222-1-S1,O,Outbound Job,DTD,Sea,Singapore,Vietnam,,36,9
J20060223-1-S1,O,Outbound Job,DTD,Sea,Singapore,Hong Kong ,"Service Crew very efficient, polite, very good attitude and very hardworking.  Thank you.",40,10
J20060225-1-S1,O,Outbound Job,DTP,Sea,Singapore,Netherlands,,40,10
J20060226-1-S1,O,Outbound Job,DTP,Sea,Singapore,China,,34,8.5
J20060227-1-S1,O,Outbound Job,DTD,Sea,Singapore,New Zealand,"Steven, the team leader was very organized and explained clearly each day the packing process.  The crew were very careful packing and always asked if unsure on items to pack.  Friendly crew that made the moving process less stressful.",40,10
J20060228-1-S1,O,Outbound Job,DTD,Sea,Singapore,Vietnam,"It was hard to comment as there wasn't a lot of communication.  However, I am happy with the speed and friendliness of the packers overall.",30,7.5
J20060229-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,Started slow but really packed well to finish on time.  Packing looks good.  Hope all is in good order when received.,40,10
J20060236-1-S1,O,Outbound Job,DTD,Sea,Singapore,Hong Kong ,Very professional.,40,10
J20070010-1-S1,O,Outbound Job,DTD,Sea,Singapore,Australia,,40,10
J20070011-1-S2,O,Outbound Job,DTD,Sea,Singapore,Italy,"I'll really recommend.
",40,10
J20070017-1-S1,O,Outbound Job,DTD,Sea,Singapore,Australia,,40,10
J20070019-1-S1,O,Outbound Job,DTP,Sea,Singapore,China,Great job!,40,10
J20070022-1-S1,O,Outbound Job,DTD,Sea,Singapore,Hong Kong ,,34,8.5
J20070023-1-S1,O,Outbound Job,DTP,Sea,Singapore,United Kingdom,,40,10
J20070024-1-S1,O,Outbound Job,DTP,Sea,Singapore,United Kingdom,Excellent service.  Thank you.,40,10
J20070028-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,,40,10
J20070032-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,,36,9
J20070033-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,Very professional and friendly team.  I appreciate the care they took in packing.  Thanks.,40,10
J20070034-1-S1,O,Outbound Job,DTP,Sea,Singapore,Indonesia,Thank you for job well done.,40,10
J20070036-1-S1,O,Outbound Job,DTD,Sea,Singapore,Taiwan,,40,10
J20070038-1-S1,O,Outbound Job,DTD,Sea,Singapore,United States,Excellent job.  All movers worked hard and very professional.  Many thanks.,40,10
J20070048-1-S1,O,Outbound Job,DTP,Sea,Singapore,Belgium,"Great, efficient and smiling team.  Well done!",40,10
J20070049-1-A1,I,Inbound Job,PTD,Air,Malaysia,Singapore,,34,8.5
J20070051-1-A1,O,Outbound Job,DTP,Air,Singapore,Germany,Good Job!  Good timing!  All good!,38,9.5
J20070057-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,Excellent Service.,40,10
J20070058-1-S2,O,Outbound Job,DTD,Sea,Singapore,Australia,,35,8.75
J20070067-1-S1,O,Outbound Job,DTP,Sea,Singapore,Belgium,Thank you for a quick and friendly work!,40,10
J20070073-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,Excellent work.  Kind and courteous staff.  Very efficient too!,40,10
J20070076-1-S1,O,Outbound Job,DTD,Sea,Singapore,Taiwan,,34,8.5
J20070079-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,Excellent service and friendly workers in Singapore.  Much better than Asian Tigers Shanghai.,40,10
J20070081-1-S1,I,Inbound Job,PTD,Sea,United States,Singapore,"Very friendly and helpful.  If raining, workers can unpack rather than wait for rain to stop to unload truck.  They were following the process but we lost about 1-2 hours.",36,9
J20070083-1-A1,O,Outbound Job,DTD,Air,Singapore,United States,Excellent Work,40,10
J20070085-1-S1,I,Inbound Job,DTD,Sea,United Kingdom,Singapore,,38,9.5
J20070087-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,"Very friendly, good and efficient.  Keep up the good work!",38,9.5
J20070088-1-S1,O,Outbound Job,DTP,Sea,Singapore,Japan,,40,10
J20070089-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20070090-1-S1,O,Outbound Job,DTP,Sea,Singapore,Australia,,40,10
J20070091-1-S1,O,Outbound Job,DTP,Sea,Singapore,Philippines,Very helpful,40,10
J20070095-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20070096-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,,40,10
J20070098-1-A1,I,Inbound Job,PTD,Air,India,Singapore,,40,10
J20070101-1-S1,O,Outbound Job,DTD,Sea,Singapore,Hong Kong ,,40,10
J20070102-1-S1,I,Inbound Job,DTD,Sea,Japan,Singapore,Nice / Excellent Service.,40,10
J20070105-1-S2,I,Inbound Job,PTD,Sea,United Arab Emirates,Singapore,,40,10
J20070107-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,"Great team.  Very pleasant, helpful and hardworking crew.  Thank you.",40,10
J20070108-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,Excellent job once again by Asian Tigers.  Onsite team led by Mr Boyan was excellent.,40,10
J20070110-1-S1,I,Inbound Job,PTD,Sea,United Arab Emirates,Singapore,"Mr Hafiz was very efficient and professional.  
Suggestion:  If the crew can have a broom to clear the floor probably.",40,10
J20070111-1-S1,O,Outbound Job,DTD,Sea,Singapore,New Zealand,Great team!!  Thank you.,40,10
J20070116-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20070120-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,Very good service with good communication.  Took very good care of us and our belongings.,40,10
J20070121-1-S1,O,Outbound Job,DTD,Sea,Singapore,China,,40,10
J20070123-1-S2,I,Inbound Job,PTD,Sea,Thailand,Singapore,"So fast, efficient and helpful.",40,10
J20070127-1-A1,O,Outbound Job,DTD,Air,Singapore,Australia,,40,10
J20070129-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20070130-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,"Excellent crews.  Pleasant, professional, helpful and went the extra mile.  Very pleased.",40,10
J20070131-1-S2,O,Outbound Job,DTD,Sea,Singapore,Vietnam,,40,10
J20070132-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,"Everyone of the crew is professional and yet very warm and kind.  Fast, efficient and willing to help.",40,10
J20070135-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,"They did a good job.
",40,10
J20070137-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20070144-1-A1,O,Outbound Job,DTP,Air,Singapore,Norway,Communication between rep and client should be more effective.,23,5.75
J20070146-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,"Excellent service.  Reliable, friendly and efficient.  Thank you for your great effort and your big heart!",40,10
J20070155-1-A1,O,Outbound Job,DTD,Air,Singapore,United Kingdom,,40,10
J20070156-1-S1,O,Outbound Job,DTD,Sea,Singapore,China,,34,8.5
J20070157-1-S2,O,Outbound Job,DTD,Sea,Singapore,United States,Very professionally done.  Very organized and neat labelling of boxes.,40,10
J20070160-1-S1,O,Outbound Job,DTD,Sea,Singapore,Sri Lanka,,40,10
J20070162-1-S1,O,Outbound Job,DTP,Sea,Singapore,Ireland,Sham and the team were great.  Very efficient and careful movers.  Made the move much easier.  Thank you!,40,10
J20070173-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20070175-1-S1,I,Inbound Job,PTD,Sea,Taiwan,Singapore,Professional and very careful with everything.,40,10
J20070177-1-S1,I,Inbound Job,PTD,Sea,United States,Singapore,"Great experience, thank you.",40,10
J20070180-1-S1,I,Inbound Job,PTD,Sea,Cambodia,Singapore,,40,10
J20070181-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20070183-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20070185-1-S1,O,Outbound Job,DTP,Sea,Singapore,Germany,,40,10
J20070186-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,Excellent team!  Thank you for your hard work and care towards our family and belongings!,38,9.5
J20070189-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,,40,10
J20070190-1-S1,O,Outbound Job,DTP,Sea,Singapore,Saudi Arabia,The crew was a pleasure to work with.  They all had positive attitudes and kept a good energy throughout the day.  This is an emotional thing to do (moving) and they made it as enjoyable as possible.  Thank you!,40,10
J20070192-1-S1,O,Outbound Job,DTP,Sea,Singapore,Japan,,28,7
J20070194-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20070195-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,Very professional team and very quick.,40,10
J20070196-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,38,9.5
J20070198-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20070199-1-S1,I,Inbound Job,DTD,Sea,United States,Singapore,"Movers were very professional and punctual.  Communicate very well.
Move consultant needs to communicate early, last minute communication not appreciated.  At times difficult to reach.",35,8.75
J20070200-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20070201-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,"Excellent service, attentive, detailed, professional and friendly!",35,8.75
J20070208-1-S1,O,Outbound Job,DTP,Sea,Singapore,Hong Kong ,,34,8.5
J20070210-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,"Unpacking is good.  Team friendly and professional.  
Broken items to be claimed.",34,8.5
J20070211-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20070213-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20070218-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,"The crew were extremely professional and polite, not to mention extremely efficient.  Excellent service.",40,10
J20070224-1-A1,I,Inbound Job,PTD,Air,China,Singapore,,40,10
J20070226-1-A1,I,Inbound Job,PTD,Air,Saudi Arabia,Singapore,,40,10
J20070228-1-S2,O,Outbound Job,DTD,Sea,Singapore,Philippines,,40,10
J20070231-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,"Fast, friendly and efficient!  Great experience.",40,10
J20070233-1-A1,O,Outbound Job,DTP,Air,Singapore,Australia,Fast and efficient.,40,10
J20070234-1-S1,I,Inbound Job,DTD,Sea,United States,Singapore,Extremely friendly and efficient.  Very diligent in keeping us informed during the unloading process and did everything with a smile!,40,10
J20070235-1-A1,I,Inbound Job,PTD,Air,United Kingdom,Singapore,,34,8.5
J20070239-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,A very professional team with very careful staff. Great job!,40,10
J20070241-1-S1,I,Inbound Job,DTD,Sea,United Arab Emirates,Singapore,Great crew!,36,9
J20070242-1-S1,O,Outbound Job,DTD,Sea,Singapore,China,,40,10
J20070246-1-S1,I,Inbound Job,PTD,Sea,Japan,Singapore,"Very nice movers, everything is in good condition.  We are very satisfied.  Good Job!",40,10
J20070247-1-S1,O,Outbound Job,DTD,Sea,Singapore,New Zealand,"Thanks James for referring us to his star crew - Khai, Zino, Tayle and Olan.  They were outstanding, polite, professional, careful and worked extremely well together as a team and Khai directed his crew very well.  They seem to have much respect for him.  All the best to you all.  Thanks so much again for a stress-free move.",40,10
J20070248-1-S1,O,Outbound Job,DTD,Sea,Singapore,Netherlands,"Excellent team, great communicators and absolute professionals!  Exceeding my expectations.  Thanks!",40,10
J20070258-1-S1,I,Inbound Job,DTD,Sea,Hong Kong ,Singapore,Great work from the entire crew.  Very professional and helpful.  Would definitely recommend the service.,40,10
J20070259-1-A1,I,Inbound Job,PTD,Air,Bahrain,Singapore,,38,9.5
J20070263-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,40,10
J20070264-1-S1,O,Outbound Job,DTD,Sea,Singapore,India,Mike is an excellent supervisor.  Addressed all the issues well.  Top rated.,40,10
J20070271-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,The entire crew of Asian Tigers has been fantastic.  They are super helpful and efficient.  Big thank you.  Our 3rd time with them.,40,10
J20070273-1-S1,I,Inbound Job,PTD,Sea,Taiwan,Singapore,,40,10
J20070275-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,Delivery crew were professional and friendly  Answered our questions and were patient.  Well done!,38,9.5
J20070279-1-S1,O,Outbound Job,DTD,Sea,Singapore,Canada,,40,10
J20070287-1-S1,O,Outbound Job,DTD,Sea,Singapore,Thailand,,40,10
J20070290-1-S1,I,Inbound Job,PTD,Sea,Singapore,Singapore,Mike and crew were fantastic.  They moved everything with care and were extremely helpful and thoughtful.  Thank you for all the hard work!,40,10
J20070291-1-S1,I,Inbound Job,PTD,Sea,Germany,Singapore,,40,10
J20070292-1-R1,O,Outbound Job,DTP,Road,Singapore,Malaysia,,40,10
J20070295-1-S1,I,Inbound Job,PTD,Sea,India,Singapore,Very professional service.  Good job done guys!!!,40,10
J20070297-1-R1,O,Outbound Job,DTD,Road,Singapore,Malaysia,All did a good and thorough job – very professional and efficient.  Always checking with me if needed.  5-star service.,40,10
J20070298-1-S1,I,Inbound Job,PTD,Sea,Germany,Singapore,,40,10
J20070302-1-R1,O,Outbound Job,DTP,Road,Singapore,Malaysia,"Very efficient, tidy and polite.  Thank you!",40,10
J20070303-1-A1,I,Inbound Job,PTD,Air,United States,Singapore,Very professional and quick crew.  Well Done!,40,10
J20070305-1-S1,I,Inbound Job,PTD,Sea,United States,Singapore,"Mostly excellent work and service.  However, container delayed by half a day on 1st day caused many people to sit idle.  Crew and team leader were excellent and pleasant.",38,9.5
J20070306-1-S1,I,Inbound Job,DTD,Sea,United Kingdom,Singapore,,40,10
J20070309-1-S1,O,Outbound Job,DTP,Sea,Singapore,United Kingdom,,40,10
J20080001-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,,40,10
J20080002-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,,40,10
J20080004-1-S1,O,Outbound Job,DTP,Sea,Singapore,Thailand,,40,10
J20080005-1-S1,I,Inbound Job,DTD,Sea,Germany,Singapore,,33,8.25
J20080006-1-A1,I,Inbound Job,PTD,Air,United States,Singapore,,40,10
J20080007-1-A1,I,Inbound Job,PTD,Air,United States,Singapore,,34,8.5
J20080008-1-A1,I,Inbound Job,PTD,Air,United States,Singapore,,33,8.25
J20080012-1-A1,I,Inbound Job,PTD,Air,United States,Singapore,,40,10
J20080016-1-A1,I,Inbound Job,PTD,Air,United Kingdom,Singapore,,40,10
J20080019-1-S1,I,Inbound Job,PTD,Sea,China,Singapore,,40,10
J20080022-1-S2,O,Outbound Job,DTD,Sea,Singapore,Luxembourg,The entire crew was great!  Very friendly and patiently worked around us.  Please thank them and let them know that they all did a great job.  We really appreciate it.,40,10
J20080024-1-A1,O,Outbound Job,DTP,Air,Singapore,Switzerland,,40,10
J20080025-1-S1,I,Inbound Job,PTD,Sea,United Kingdom,Singapore,All excellent!,40,10
J20080027-1-A1,O,Outbound Job,O,Air,Singapore,Malaysia,Very friendly and effective crew.  Recommended.,40,10
J20080028-1-S1,O,Outbound Job,DTD,Sea,Singapore,Australia,,40,10
J20080030-1-A1,I,Inbound Job,PTD,Air,France,Singapore,,40,10
J20080033-1-S1,I,Inbound Job,PTD,Sea,Thailand,Singapore,,38,9.5
J20080035-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,,40,10
J20080036-1-S1,O,Outbound Job,DTD,Sea,Singapore,Australia,"Very professional, fantastic coordination.  We really appreciated our packing crew.",40,10
J20080037-1-S2,O,Outbound Job,DTD,Sea,Singapore,Hong Kong ,,40,10
J20080038-1-S1,I,Inbound Job,PTD,Sea,Hong Kong ,Singapore,,36,9
J20080041-1-A1,I,Inbound Job,PTD,Air,Philippines,Singapore,,40,10
J20080045-1-R1,L,Local Move Job,DTD,Road,Singapore,Singapore,,40,10
J20080047-1-S1,O,Outbound Job,DTD,Sea,Singapore,Indonesia,Very friendly services and fast packing.  Response time good. Overall good experience.  Will use your services again and recommend to friends and family.,40,10
J20080048-1-S1,O,Outbound Job,DTP,Sea,Singapore,Thailand,,40,10
J20080054-1-S1,O,Outbound Job,DTP,Sea,Singapore,United States,Job well done.,40,10
J20080055-1-A1,I,Inbound Job,PTD,Air,United States,Singapore,,40,10
J20080056-1-S1,O,Outbound Job,DTP,Sea,Singapore,Spain,"Excellent team, very polite and efficient.",40,10
J20080057-1-A1,O,Outbound Job,DTD,Air,Singapore,Germany,Packing was sufficiently made to meet AIR shipment requirement.,38,9.5
J20080057-1-S1,O,Outbound Job,DTD,Sea,Singapore,Germany,"Insufficient sizing and required tight packaging should be defined in advanced to avoid unloading, re-opening of boxes, repacking and reloading.  It is quite inefficient and bears risk of damage.",33,8.25
J20080059-1-A1,I,Inbound Job,PTD,Air,Germany,Singapore,,40,10
J20080060-1-S1,O,Outbound Job,DTD,Sea,Singapore,United States,"Excellent, thank you.  Wonderful team.",40,10
